text,target,raw_text,raw_persona
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am divorced.] Dialogue: [Yeah . It is hard to forget him even though we are divorced .],Yeah. It is hard to forget him.,Yeah . It is hard to forget him even though we are divorced .,['I am divorced.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I write short stories for a living.] Dialogue: [Yes . Short pieces , no novels here . What about yourself ?]",Yes. What about yourself?,"Yes . Short pieces , no novels here . What about yourself ?",['I write short stories for a living.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I write short stories for a living.] Dialogue: [That is why I started writing , I have a lot of stories to tell .]","That is why I started, I have a lot of stories to tell.","That is why I started writing , I have a lot of stories to tell .",['I write short stories for a living.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have webbed toes.] Dialogue: [Wow , I hope your toes are all webbed like mine .]","Wow, I hope your toes are all like mine.","Wow , I hope your toes are all webbed like mine .",['I have webbed toes.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have three children all girls.] Dialogue: [I am tired too with taking care of my three daughters and being divorced .],I am tired too being divorced.,I am tired too with taking care of my three daughters and being divorced .,['I have three children all girls.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am divorced.] Dialogue: [I am tired too with taking care of my three daughters and being divorced .],I am tired too with taking care of my three daughters.,I am tired too with taking care of my three daughters and being divorced .,['I am divorced.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I write short stories for a living.] Dialogue: [I like to write small short stories .],I like.,I like to write small short stories .,['I write short stories for a living.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have three children all girls.] Dialogue: [You know , busy with 3 daughters . You ?]","You know, busy. You?","You know , busy with 3 daughters . You ?",['I have three children all girls.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have webbed toes.] Dialogue: [I am scared my kids will get my webbed toes .],I am scared my kids will get.,I am scared my kids will get my webbed toes .,['I have webbed toes.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I write short stories for a living.] Dialogue: [Maybe you have read one of my stories , I am a successful writer .]",Maybe you have. I am successful.,"Maybe you have read one of my stories , I am a successful writer .",['I write short stories for a living.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have three children all girls.] Dialogue: [I am excited that my girls finally all went to sleep so I can relax .],I am excited that finally all went to sleep so I can relax.,I am excited that my girls finally all went to sleep so I can relax .,['I have three children all girls.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am divorced.] Dialogue: [Neat . My oldest helps with her sisters a lot since the divorce , it is just us .]",Neat. My oldest helps with her sisters a lot.,"Neat . My oldest helps with her sisters a lot since the divorce , it is just us .",['I am divorced.']
